filename,text
.\data\Client7\clips\common_voice_en_42733698.mp3,In subsequent years the position of Finland was unique in the Cold War.
.\data\Client7\clips\common_voice_en_42734480.mp3,The hill can also be ascended from Dunstable to the north.
.\data\Client7\clips\common_voice_en_42734481.mp3,"In addition to steel, other materials may be used, including concrete and wood."
.\data\Client7\clips\common_voice_en_42734482.mp3,“But where are the others?”
.\data\Client7\clips\common_voice_en_42734483.mp3,He schooled in Jullunder before college at Lahore.
.\data\Client7\clips\common_voice_en_42734484.mp3,"In Puerto Rico, the storm was known as ""San Vicente""."
.\data\Client7\clips\common_voice_en_42735659.mp3,He had established a successful surgery and ophthalmology practice.
.\data\Client7\clips\common_voice_en_42735660.mp3,"The principal industries in Wallowa County are agriculture, ranching, lumber, and tourism."
.\data\Client7\clips\common_voice_en_42735661.mp3,These are also available on the company's website.
.\data\Client7\clips\common_voice_en_42735662.mp3,"The Lord is both garden and graveyard, the slayer and the most benevolent one."
.\data\Client7\clips\common_voice_en_42735663.mp3,Eranad (Manjeri) taluk contains the following villages.
.\data\Client7\clips\common_voice_en_42735744.mp3,"After being discharged, he studied at the Goodman School of Drama."
.\data\Client7\clips\common_voice_en_42735745.mp3,The controls changes while wielding a weapon.
.\data\Client7\clips\common_voice_en_42735746.mp3,The hill can be walked up on foot from most directions.
.\data\Client7\clips\common_voice_en_42735747.mp3,"Andrea was primarily homeschooled by his mother, while living in Greece."
.\data\Client7\clips\common_voice_en_42735748.mp3,Planada was originally named Whitton by railroad officials.
.\data\Client7\clips\common_voice_en_42735749.mp3,The Latin crosses are emblems of Redemption and Catholicity.
.\data\Client7\clips\common_voice_en_42735750.mp3,In this ceremony the sham head is doubtless a substitute for a real one.
.\data\Client7\clips\common_voice_en_42735751.mp3,"However, it is not a scenic route as designated by Caltrans."
.\data\Client7\clips\common_voice_en_42735752.mp3,Money issues are a common concern in our society today.
.\data\Client7\clips\common_voice_en_42735753.mp3,"Bristow was the son of a garage owner from London, and was unmarried."
.\data\Client7\clips\common_voice_en_42735754.mp3,The two living spaces for both teams are almost identical.
.\data\Client7\clips\common_voice_en_42735755.mp3,Relatively small velocity changes are usually required to correct for trajectory errors.
.\data\Client7\clips\common_voice_en_42735756.mp3,He was replaced by assistant coach Ray Edwards; Mike Pelino was named assistant coach.
.\data\Client7\clips\common_voice_en_42735757.mp3,President Faure was not impressed.
.\data\Client7\clips\common_voice_en_42735758.mp3,"The correct answers in this sentence are ""cancel"" and ""ship""."
.\data\Client7\clips\common_voice_en_42735759.mp3,"Past trips have taken place in Panama, Israel, Cuba, Colombia, Turkey and Azerbaijan."
.\data\Client7\clips\common_voice_en_42735760.mp3,Many ministers were retained from the previous Ahmed administration.
.\data\Client7\clips\common_voice_en_42735761.mp3,She played the Blonde Girl standing on the table in the schoolhouse.
.\data\Client7\clips\common_voice_en_42735762.mp3,It is a popular fish in the freshwater aquarium trade and is sold worldwide.
.\data\Client7\clips\common_voice_en_42735763.mp3,Moxie and his lieutenants were later captured by Superman.
.\data\Client7\clips\common_voice_en_42735764.mp3,Tjaden grinned: “We are all here.”
.\data\Client7\clips\common_voice_en_42735765.mp3,Some federal roads may have motorcycle lanes.
.\data\Client7\clips\common_voice_en_42735766.mp3,Passenger trains took thousands of Wallace residents to Spokane and Missoula.
.\data\Client7\clips\common_voice_en_42735767.mp3,He had to quit heroin or be replaced.
.\data\Client7\clips\common_voice_en_42735768.mp3,"He began singing in public, at the age of five, with his brother Ormsby."
.\data\Client7\clips\common_voice_en_42735769.mp3,This apparatus is sometimes called a monitor.
.\data\Client7\clips\common_voice_en_42735770.mp3,Rail in New Jersey is largely designed to service commuters to New York City.
.\data\Client7\clips\common_voice_en_42735771.mp3,They were pledged to Ron Paul for President and to Goldwater for Vice President.
.\data\Client7\clips\common_voice_en_42735772.mp3,"Due to its geography and location, Mapulaca is only a place to pass by."
.\data\Client7\clips\common_voice_en_42735773.mp3,Figures took on the elongated shape that became standard in Russian art.
.\data\Client7\clips\common_voice_en_42735774.mp3,He quickly moved from the amateur ranks to professional.
.\data\Client7\clips\common_voice_en_42735775.mp3,The work was dangerous.
.\data\Client7\clips\common_voice_en_42735776.mp3,Fees apply to both ramps in the summer.
.\data\Client7\clips\common_voice_en_42735777.mp3,Lensky is the nearest rural locality.
.\data\Client7\clips\common_voice_en_42735778.mp3,Pineville houses two unique museums.
.\data\Client7\clips\common_voice_en_42735779.mp3,"This asteroid was named after Amneris, a character in Giuseppe Verdi's ""Aida""."
.\data\Client7\clips\common_voice_en_42735780.mp3,Multiple sclerosis can cause blepharospasm.
.\data\Client7\clips\common_voice_en_42735781.mp3,"Nicknamed ""The Indian"", Rocha was a skillful player, with vision and remarkable sportsmanship."
.\data\Client7\clips\common_voice_en_42735782.mp3,He attended Montana State.
.\data\Client7\clips\common_voice_en_42735783.mp3,The Double is the tail gun present in the second configuration.
.\data\Client7\clips\common_voice_en_42735784.mp3,The images of the old gods went to the melting-pot.
.\data\Client7\clips\common_voice_en_42735785.mp3,It is quarterly and open access.
.\data\Client7\clips\common_voice_en_42735786.mp3,Sannan fled to Otsu while Kondo sent Okita to retrieve him.
.\data\Client7\clips\common_voice_en_42735787.mp3,Eleven destroyers were designated as transports screened by the other nine.
.\data\Client7\clips\common_voice_en_42735788.mp3,He was cited for misdemeanor possession of a controlled substance and released.
.\data\Client7\clips\common_voice_en_42735789.mp3,"So, give the saint his due."
.\data\Client7\clips\common_voice_en_42735790.mp3,This bill also failed to pass.
.\data\Client7\clips\common_voice_en_42735791.mp3,Both pneumatics and hydraulics are applications of fluid power.
.\data\Client7\clips\common_voice_en_42735792.mp3,I should say that it is a very fair pastiche.
.\data\Client7\clips\common_voice_en_42735793.mp3,"“What?” said Paul, loath to take his eyes from this."
.\data\Client7\clips\common_voice_en_42735794.mp3,It’s not that — only they don’t like me to.
.\data\Client7\clips\common_voice_en_42735795.mp3,"It destroyed everything in its path, including houses, churches, and farms."
.\data\Client7\clips\common_voice_en_42735796.mp3,Very little is known of his life.
.\data\Client7\clips\common_voice_en_42735797.mp3,"Animated cartoons are still created for commercial, educational, and personal purposes."
.\data\Client7\clips\common_voice_en_42735798.mp3,John Vickers has written widely on economic topics.
.\data\Client7\clips\common_voice_en_42735799.mp3,The concentration of sodium in sweat is also elevated in cystic fibrosis.
.\data\Client7\clips\common_voice_en_42735800.mp3,The ban was later reduced to two games on appeal.
.\data\Client7\clips\common_voice_en_42735801.mp3,"The Iraqi army was, in effect, mortally wounded in this time."
.\data\Client7\clips\common_voice_en_42735802.mp3,"In England and South Africa, they are cattle grids."
.\data\Client7\clips\common_voice_en_42735803.mp3,"Furthermore, Flavian was accused of Nestorianism by Philoxenus, Bishop of Hierapolis."
.\data\Client7\clips\common_voice_en_42735804.mp3,She is an authority on cylinder seals.
.\data\Client7\clips\common_voice_en_42735805.mp3,"Johnny Loftus of Allmusic proclaimed that ""I Am Love"" is the real standout."
.\data\Client7\clips\common_voice_en_42735806.mp3,"These units were the second-most-important cavalry arm in the Polish army, after the hussars."
.\data\Client7\clips\common_voice_en_42735807.mp3,It was there that he first met the Italian anatomist Marcello Malpighi.
.\data\Client7\clips\common_voice_en_42735808.mp3,He was a son of King Elidurus and was succeeded by his son Catellus.
.\data\Client7\clips\common_voice_en_42735809.mp3,These two wins earned him the notice of Shoot Boxing.
.\data\Client7\clips\common_voice_en_42735810.mp3,Clayton never remarried and raised the two boys himself.
.\data\Client7\clips\common_voice_en_42735811.mp3,Structs may be initialized or assigned to using compound literals.
.\data\Client7\clips\common_voice_en_42735812.mp3,"Its focus is long term, yet it is highly responsive to near-term Naval needs."
.\data\Client7\clips\common_voice_en_42735813.mp3,You can change your list of prepared spells when you finish a long rest.
.\data\Client7\clips\common_voice_en_42736120.mp3,It is also the capital of the department of San Miguel and a municipality.
.\data\Client7\clips\common_voice_en_42736388.mp3,The ward consists of mainly suburban residential areas.
.\data\Client7\clips\common_voice_en_42736389.mp3,He appeared once in the league and once in the cup.
.\data\Client7\clips\common_voice_en_42736390.mp3,"In conclusion, the ways people greet each other differ across various cultures."
.\data\Client7\clips\common_voice_en_42736391.mp3,"The bridge is colloquial referred to as ""Blaues Wunder""."
.\data\Client7\clips\common_voice_en_42736403.mp3,"These data structures provide more flexibility in terms of adding, removing, and resizing elements."
.\data\Client7\clips\common_voice_en_42736404.mp3,He later served in the Free State Seanad.
.\data\Client7\clips\common_voice_en_42736405.mp3,Smaller hamlets include Belmore and Lakelet.
.\data\Client7\clips\common_voice_en_42736406.mp3,The band started to play folk festivals in Canada and the United States.
.\data\Client7\clips\common_voice_en_42736407.mp3,The highest roller collects all of the money.
.\data\Client7\clips\common_voice_en_42736423.mp3,The Commissioners understood that the timekeeping and astronomical methods of finding longitude were complementary.
.\data\Client7\clips\common_voice_en_42736424.mp3,"In March, she reached the free skate at her first World Championships."
.\data\Client7\clips\common_voice_en_42736427.mp3,The airline was wholly owned by China National Aviation Holding.
.\data\Client7\clips\common_voice_en_42736602.mp3,"As a result, the computer evidence found could not be used."
.\data\Client7\clips\common_voice_en_42736603.mp3,The song contained samples of news clips and the audio from the satellite itself.
.\data\Client7\clips\common_voice_en_42736604.mp3,The tile is displayed at the city hall.
.\data\Client7\clips\common_voice_en_42736605.mp3,The theorist admitted that the two terms were often used the wrong way.
.\data\Client7\clips\common_voice_en_42736606.mp3,A music video for the track was shot in Cuba.
.\data\Client7\clips\common_voice_en_42736612.mp3,"The species is an omnivore, eating both insects and spiders, and seeds and fruits."
.\data\Client7\clips\common_voice_en_42736614.mp3,"No; you are all wrong, said the little man, meekly."
.\data\Client7\clips\common_voice_en_42736615.mp3,They produce some of the best-known cartoon films in the business.
.\data\Client7\clips\common_voice_en_42736616.mp3,"Since then, every Delimitation Commission has increased this number to accommodate population growth."
.\data\Client7\clips\common_voice_en_42736711.mp3,She fell in love with him too for his open heart.
.\data\Client7\clips\common_voice_en_42737555.mp3,Populations can maintain genetic diversity through migration.
.\data\Client7\clips\common_voice_en_42737556.mp3,Nickel is one of the most common contact allergens.
.\data\Client7\clips\common_voice_en_42737557.mp3,Beason ran well to Bachus's right and called for true conservative leadership.
.\data\Client7\clips\common_voice_en_42737558.mp3,Subsequent studies found this not to be the case.
.\data\Client7\clips\common_voice_en_42737559.mp3,The column is written by all the members of the editorial staff.
.\data\Client7\clips\common_voice_en_42737565.mp3,Some scientists consider these terms overly restrictive.
.\data\Client7\clips\common_voice_en_42737566.mp3,For an associative ring or algebra the associator is identically zero.
.\data\Client7\clips\common_voice_en_42737567.mp3,French prepositions link two related parts of a sentence.
.\data\Client7\clips\common_voice_en_42737568.mp3,It is the largest in Commonwealth of Independent States.
.\data\Client7\clips\common_voice_en_42737571.mp3,This followed a few deadly incidents mostly involving tourists.
.\data\Client7\clips\common_voice_en_42737580.mp3,The pastry-cook in Paris is very useful.
.\data\Client7\clips\common_voice_en_42737581.mp3,"Excessive drinking can lead to alcoholism, impaired judgment, and risky behavior."
.\data\Client7\clips\common_voice_en_42737582.mp3,These were typically affluent suburbs on the outskirts of cities.
.\data\Client7\clips\common_voice_en_42737583.mp3,One hundred percent of Indian Hill is zoned as single-family residential or agricultural.
.\data\Client7\clips\common_voice_en_42737584.mp3,"She is having orange juice, toast, butter, jam and coffee for breakfast."
.\data\Client7\clips\common_voice_en_42737585.mp3,"For her professionalism in the rescue, ""Carr"" was awarded a Meritorious Unit Commendation."
.\data\Client7\clips\common_voice_en_42737587.mp3,The club won just one more game and finished the season in last place.
.\data\Client7\clips\common_voice_en_42737591.mp3,Around Chapaize lie a large state and communal forest and two ponds.
.\data\Client7\clips\common_voice_en_42737593.mp3,Lahore High Court is headed by a Chief Justice.
.\data\Client7\clips\common_voice_en_42737594.mp3,Are you dreaming of owning your own piece of paradise by the sea?
.\data\Client7\clips\common_voice_en_42737595.mp3,"Members of regiments, companies and batteries are requested to confer with each other."
.\data\Client7\clips\common_voice_en_42737596.mp3,The force also patrols provincial highways.
.\data\Client7\clips\common_voice_en_42737597.mp3,Of the remaining arches the largest span is between the third and fourth piles.
.\data\Client7\clips\common_voice_en_42737598.mp3,"This poses the question, is the sacrifice of many worth anything?"
.\data\Client7\clips\common_voice_en_42737599.mp3,The movie was directed by her husband Vsevolod Pudovkin.
.\data\Client7\clips\common_voice_en_42737600.mp3,Ma was a local goddess at Ma and a Phrygian alternative name for Cybele.
