filename,text
.\data\Client8\clips\common_voice_en_42756117.mp3,"It was named after its chairman, the philosopher John Dewey."
.\data\Client8\clips\common_voice_en_42756138.mp3,Several European train operators also offer self printable tickets.
.\data\Client8\clips\common_voice_en_42756139.mp3,The main theater at the University of Vermont is named for him.
.\data\Client8\clips\common_voice_en_42756140.mp3,Chief White Bird was a leader of the tribe.
.\data\Client8\clips\common_voice_en_42756141.mp3,The baseline design is solar electric propulsion.
.\data\Client8\clips\common_voice_en_42756142.mp3,Certain programmes may require additional admission requirements.
.\data\Client8\clips\common_voice_en_42756222.mp3,There was no league in these seasons.
.\data\Client8\clips\common_voice_en_42756223.mp3,He was killed in the fighting at the Battle of Fort Tabarsi.
.\data\Client8\clips\common_voice_en_42756224.mp3,He has been served as jury of International Culinary Competition.
.\data\Client8\clips\common_voice_en_42756225.mp3,"They landed and settled in North Africa, founding the city of Carthage."
.\data\Client8\clips\common_voice_en_42756226.mp3,"In recent decades, winters have been exceptionally arid."
.\data\Client8\clips\common_voice_en_42756797.mp3,His brother Manuel replaced him as heir.
.\data\Client8\clips\common_voice_en_42756798.mp3,Its capital is Sola on Vanua Lava.
.\data\Client8\clips\common_voice_en_42756799.mp3,This type of journal club may sometimes be taken for credit.
.\data\Client8\clips\common_voice_en_42756800.mp3,"The Mount Joy Township is governed by five, locally elected, Township Supervisors."
.\data\Client8\clips\common_voice_en_42756801.mp3,The first transputer designs were due to David May and Robert Milne.
.\data\Client8\clips\common_voice_en_42756817.mp3,Do you want to have dinner here or go out?
.\data\Client8\clips\common_voice_en_42756818.mp3,Nokrashy Pasha served as the prime minister of Egypt twice.
.\data\Client8\clips\common_voice_en_42756819.mp3,"The landscaped park has picnic areas, bike paths, cycle rentals and public sport courts."
.\data\Client8\clips\common_voice_en_42756820.mp3,"The line-up is based around Simon Nicol, Kellie While and multi-instrumentalist Simon Care."
.\data\Client8\clips\common_voice_en_42756821.mp3,"The name evolved into Little Brother Montgomery, and the nickname stuck."
.\data\Client8\clips\common_voice_en_42757455.mp3,None of the adjacent structures or rides were harmed and no one was injured.
.\data\Client8\clips\common_voice_en_42757456.mp3,"James made entries in the ""Notebooks"" throughout most of his career."
.\data\Client8\clips\common_voice_en_42757457.mp3,"I used to go to his wagon, where he lived."
.\data\Client8\clips\common_voice_en_42757458.mp3,His subject of concern is a model for elite athletic achievement in Olympics.
.\data\Client8\clips\common_voice_en_42757459.mp3,During that time the referee will determine if the boxer can continue.
.\data\Client8\clips\common_voice_en_42757465.mp3,A list of surviving former monarchs appears at the end of the article.
.\data\Client8\clips\common_voice_en_42757466.mp3,"The former simplifies and analyzes, whilst, the latter composes and adorns."
.\data\Client8\clips\common_voice_en_42757467.mp3,Catskill Park is part of New York's Forest Preserve.
.\data\Client8\clips\common_voice_en_42757468.mp3,After the war was convicted of war crimes and died in prison.
.\data\Client8\clips\common_voice_en_42757469.mp3,"Soon after his assumption of command Hart took ""Sapphire"" to the Leeward Islands Station."
.\data\Client8\clips\common_voice_en_42757475.mp3,The current Ambassador is Edgar Martins.
.\data\Client8\clips\common_voice_en_42757476.mp3,I have seen a clown dressed in women's clothes.
.\data\Client8\clips\common_voice_en_42757477.mp3,Also the fuselage manufacturing-method was considered uneconomical.
.\data\Client8\clips\common_voice_en_42757478.mp3,It practiced on an outdoor court and occasionally inside the Methodist Church.
.\data\Client8\clips\common_voice_en_42757479.mp3,Dalili kubwa za ugonjwa huu ni majani kugeuka rangi
.\data\Client8\clips\common_voice_en_42757480.mp3,"However, the Vice-President cannot sign Executive Council documents on behalf of the Governor-General."
.\data\Client8\clips\common_voice_en_42757481.mp3,"By this time, he had become an atheist."
.\data\Client8\clips\common_voice_en_42757482.mp3,kutoka mstari hadi mstari.
.\data\Client8\clips\common_voice_en_42757483.mp3,"Rivero eventually settled in the United States, living in extremely modest circumstances."
.\data\Client8\clips\common_voice_en_42757484.mp3,"However, Daubert never played for Cleveland as they released him shortly thereafter."
.\data\Client8\clips\common_voice_en_42757485.mp3,"It is also associated with peace, hope, and protection."
.\data\Client8\clips\common_voice_en_42757486.mp3,Tentatively believing that they would be made once every ten years.
.\data\Client8\clips\common_voice_en_42757487.mp3,"Larvae usually acquire these chemicals, and may retain them in the adult stage."
.\data\Client8\clips\common_voice_en_42757488.mp3,Method used mostly in cakes.
.\data\Client8\clips\common_voice_en_42757489.mp3,"No, that room's usually just full of junk."
.\data\Client8\clips\common_voice_en_42757630.mp3,It contains many of Wollongong's well known and lesser known attractions and historic sites.
.\data\Client8\clips\common_voice_en_42757782.mp3,"Munshausen is part of the Oesling, the Luxembourgish part of the Ardennes."
.\data\Client8\clips\common_voice_en_42757783.mp3,"Please, don't do this to him."
.\data\Client8\clips\common_voice_en_42757784.mp3,King and the old government sought their revenge.
.\data\Client8\clips\common_voice_en_42757785.mp3,The pesticides used on crops in the countryside are dangerous to wildlife.
.\data\Client8\clips\common_voice_en_42757786.mp3,"Urban areas, particularly London, have high population densities due to employment opportunities and amenities."
.\data\Client8\clips\common_voice_en_42758326.mp3,Its official legal status is unclear.
.\data\Client8\clips\common_voice_en_42758327.mp3,Jain pleaded not guilty.
.\data\Client8\clips\common_voice_en_42758328.mp3,"Over the following decade, the original quintet continued to release albums."
.\data\Client8\clips\common_voice_en_42758329.mp3,"Borgholm Township was named after Borgholm, in Sweden."
.\data\Client8\clips\common_voice_en_42758330.mp3,"However, with the use of hardware sprites and scrolling, attribute clash could be avoided."
.\data\Client8\clips\common_voice_en_42758471.mp3,Only three times in American history has someone acted as President.
.\data\Client8\clips\common_voice_en_42758472.mp3,It is written in Latin.
.\data\Client8\clips\common_voice_en_42758473.mp3,"There are also the issues of cost, purity and safety."
.\data\Client8\clips\common_voice_en_42758474.mp3,"A year later, the station switched to the ""Today's Best Mix"" strapline."
.\data\Client8\clips\common_voice_en_42758475.mp3,As a consequence the cardiac muscle is forced to work harder than normal.
.\data\Client8\clips\common_voice_en_42758541.mp3,The current site team has made roughly a third of the site releases.
.\data\Client8\clips\common_voice_en_42758542.mp3,Represented in the Assembly of Turkmenistan.
.\data\Client8\clips\common_voice_en_42758543.mp3,Some prepare for membership in the Korean Workers' Party.
.\data\Client8\clips\common_voice_en_42758544.mp3,"Recorded, Produced, and Mixed by Ed Rose."
.\data\Client8\clips\common_voice_en_42758545.mp3,Tanya nayo ina ladha nzuri inayopendelewa na walaji wengi
.\data\Client8\clips\common_voice_en_42758591.mp3,"The closer two objects are, the more likely they belong to the same group."
.\data\Client8\clips\common_voice_en_42758592.mp3,"Likewise, the property owner's attorneys' and appraisers' fees are not included in just compensation."
.\data\Client8\clips\common_voice_en_42758593.mp3,A civil lawsuit alleged Enzyte does not work as advertised.
.\data\Client8\clips\common_voice_en_42758594.mp3,The elections were held at Longueuil.
.\data\Client8\clips\common_voice_en_42758595.mp3,She is my youngest girl but one.
.\data\Client8\clips\common_voice_en_42758677.mp3,The Bridgewater Canal passes through Hulme.
.\data\Client8\clips\common_voice_en_42758678.mp3,Various exhibitions which change throughout the year are displayed in the centre area.
.\data\Client8\clips\common_voice_en_42758679.mp3,Both were attended by Josiah Ryan.
.\data\Client8\clips\common_voice_en_42758680.mp3,The Apothecaries' building is open each year to the public during Open House Day.
.\data\Client8\clips\common_voice_en_42758681.mp3,This framework is sometimes nine or ten feet high.
.\data\Client8\clips\common_voice_en_42758940.mp3,Another game is a duck hunting game.
.\data\Client8\clips\common_voice_en_42758941.mp3,She and partner Rob Sitch have five children.
.\data\Client8\clips\common_voice_en_42758942.mp3,Terrillon investigated the efficiency of facial detection for several different color spaces.
.\data\Client8\clips\common_voice_en_42758943.mp3,She was inaugural President of the Australian Centre for Christianity and Culture.
.\data\Client8\clips\common_voice_en_42758944.mp3,It did not confirm the casualties suffered by the security forces.
.\data\Client8\clips\common_voice_en_42758985.mp3,At that time Chris Whelan replaced Forrest on keyboards.
.\data\Client8\clips\common_voice_en_42758986.mp3,"Overall, our experience at the restaurant was fantastic."
.\data\Client8\clips\common_voice_en_42758987.mp3,Gibbs went on to defeat Healy-Abrams in the November general election.
.\data\Client8\clips\common_voice_en_42758988.mp3,She ran in the Zugdidi district and was number two on the party list.
.\data\Client8\clips\common_voice_en_42758989.mp3,All the surrounding parishes in Somerset are in Bath and Wells diocese.
.\data\Client8\clips\common_voice_en_42758995.mp3,"Thirty-five boats were destroyed, and the harbor suffered major damage."
.\data\Client8\clips\common_voice_en_42758996.mp3,"However, it is still grammatically correct to include ""that"" if desired."
.\data\Client8\clips\common_voice_en_42758997.mp3,"The council adopts the city's budget, and decides major policies."
.\data\Client8\clips\common_voice_en_42758998.mp3,"Hugh Nelson was born at Kilmarnock, Scotland, the son of William Lambie Nelson."
.\data\Client8\clips\common_voice_en_42758999.mp3,Why do we want children to study it?
.\data\Client8\clips\common_voice_en_42759784.mp3,There is no home run derby or practice mode.
.\data\Client8\clips\common_voice_en_42759796.mp3,Factors were conservation of sensitive ecosystems and retaining visitors to the area.
.\data\Client8\clips\common_voice_en_42759797.mp3,The crash damages one of the Grendel's pontoon sections.
.\data\Client8\clips\common_voice_en_42759798.mp3,The eXspot system enabled the visitor to receive information about specific exhibits.
.\data\Client8\clips\common_voice_en_42759799.mp3,Ballou married Ruth Washburn; children included Maturin Murray Ballou.
.\data\Client8\clips\common_voice_en_42759800.mp3,"Patients have a history of non-bloody watery diarrhoea, which may be profuse."
.\data\Client8\clips\common_voice_en_42759980.mp3,It is used for Rec.
.\data\Client8\clips\common_voice_en_42759981.mp3,"However, he eventually transitioned into acting and found even greater success in this field."
.\data\Client8\clips\common_voice_en_42759982.mp3,Sparks worked in several regional radio stations as a young man.
.\data\Client8\clips\common_voice_en_42759983.mp3,Later he was transferred to the Guard Corps.
.\data\Client8\clips\common_voice_en_42759984.mp3,Shapiro divorced and later remarried.
.\data\Client8\clips\common_voice_en_42760098.mp3,His focus turned to corporate law and his legal career began to flourish.
.\data\Client8\clips\common_voice_en_42760099.mp3,He is currently secretary of the Manchester United Former Players' Association.
.\data\Client8\clips\common_voice_en_42760100.mp3,The area known today as Glenrowan West was Greta back in Ned Kelly's day.
.\data\Client8\clips\common_voice_en_42760101.mp3,He also sings along with the other front man Mix Master Wolf.
.\data\Client8\clips\common_voice_en_42760102.mp3,The last unsubmerged sections of old Salaspils have been preserved at Salaspils railway station.
.\data\Client8\clips\common_voice_en_42760392.mp3,"It also contains artifacts, textiles, art, photographs, and oral histories of Japanese Americans."
.\data\Client8\clips\common_voice_en_42760393.mp3,It was the second of his four asteroid discoveries.
.\data\Client8\clips\common_voice_en_42760394.mp3,zuia wadudu hawa kwa kutumia dawa ya Carbaryl.
.\data\Client8\clips\common_voice_en_42760761.mp3,International projects include the luxury Waldorf Astoria hotel in the Maldives.
.\data\Client8\clips\common_voice_en_42760762.mp3,"If ""n"" is ""composite"", then this equation usually does ""not"" hold."
.\data\Client8\clips\common_voice_en_42760763.mp3,Gaither also runs a retail center called Gaither Family Resources.
.\data\Client8\clips\common_voice_en_42760764.mp3,Any rapprochement with Ulf was short-lived.
.\data\Client8\clips\common_voice_en_42760765.mp3,Occasionally she accompanied her father on his performances on stage.
.\data\Client8\clips\common_voice_en_42761332.mp3,"The heat exchanger business continued as Alco Products, Incorporated for a time."
.\data\Client8\clips\common_voice_en_42761333.mp3,"It is located in north Itawamba County, Mississippi, close to the Prentiss County line."
.\data\Client8\clips\common_voice_en_42761334.mp3,"The site also features online tools, calculator, and applications."
.\data\Client8\clips\common_voice_en_42761335.mp3,The site has since been replaced by a housing estate.
.\data\Client8\clips\common_voice_en_42761336.mp3,Dundee Wanderers were awarded the two points for the game.
.\data\Client8\clips\common_voice_en_42761350.mp3,Plays by Shakespeare are performed annually in the abbey in the summer months.
.\data\Client8\clips\common_voice_en_42761351.mp3,Alex Salmond and Iain Gray were among the political leaders who offered their condolences.
.\data\Client8\clips\common_voice_en_42761352.mp3,The Dombki chief settles all petty cases occurring among his tribesmen.
.\data\Client8\clips\common_voice_en_42761353.mp3,Edna Purviance plays Chaplin's wife and Jackie Coogan one of the kids.
.\data\Client8\clips\common_voice_en_42761354.mp3,Superb also suffered significant damage.
.\data\Client8\clips\common_voice_en_42761417.mp3,"The metal stirring rod breaks apart these masses, causing a much more consistent burn."
.\data\Client8\clips\common_voice_en_42761418.mp3,It can be seen from the upper floor.
.\data\Client8\clips\common_voice_en_42761419.mp3,"He has been in trouble before, but it was only a minor offense."
.\data\Client8\clips\common_voice_en_42761420.mp3,He joined the new German Air Force.
.\data\Client8\clips\common_voice_en_42761421.mp3,The zoospore has two flagella which it uses to swim in its marine habitat.
.\data\Client8\clips\common_voice_en_42761422.mp3,He captained Baroda cricket team in the Indian domestic circuit.
.\data\Client8\clips\common_voice_en_42761423.mp3,Portugal erupted in celebration of its first ever Olympic gold.
.\data\Client8\clips\common_voice_en_42761424.mp3,Bowls Australia claimed that poor form had also been a contributory factor.
.\data\Client8\clips\common_voice_en_42761425.mp3,The community's primary activity was construction and remodeling work.
.\data\Client8\clips\common_voice_en_42761426.mp3,"An ""optio""'s armour would be more like those of the common legionary."
.\data\Client8\clips\common_voice_en_42761427.mp3,It is generally understood that he was the original of George Eliot's Felix Holt.
.\data\Client8\clips\common_voice_en_42761428.mp3,A large central rotunda with a glass domed ceiling connects the four wings.
.\data\Client8\clips\common_voice_en_42761429.mp3,He was assigned to the Aircraft Operations Division of the Johnson Space Center.
.\data\Client8\clips\common_voice_en_42761430.mp3,"However, until such service has been arranged, they are freed from service obligation."
.\data\Client8\clips\common_voice_en_42761431.mp3,Mississippi Delta Community College has a main campus in Moorhead and other locations.
.\data\Client8\clips\common_voice_en_42761432.mp3,But due to hung assembly election scheduled in the very same year.
.\data\Client8\clips\common_voice_en_42761433.mp3,It lists a number of general conditions common in that period.
.\data\Client8\clips\common_voice_en_42761434.mp3,The series includes reconstructions of the original events featuring actors.
