filename,text
./data/Client4\sample-003035.mp3,besides that there was a heap of bicycles
./data/Client4\sample-003036.mp3,the thing itself was almost entirely buried in sand
./data/Client4\sample-003037.mp3,i'm not afraid of failing
./data/Client4\sample-003038.mp3,do you want to go to work for me the merchant asked
./data/Client4\sample-003039.mp3,what do you know about it
./data/Client4\sample-003040.mp3,he decided to spend the night there
./data/Client4\sample-003041.mp3,upon returning to the wise man he related in detail everything he had seen
./data/Client4\sample-003042.mp3,i'm playing for keeps
./data/Client4\sample-003043.mp3,i'll work for you he said
./data/Client4\sample-003044.mp3,i can't think of any reason why she was killed
./data/Client4\sample-003045.mp3,no sense messing up the streets
./data/Client4\sample-003046.mp3,the falcon's beak carries bits of me myself the desert said
./data/Client4\sample-003047.mp3,the streamer of gas came out towards us
./data/Client4\sample-003048.mp3,the girl dropped the container and the water spilled
./data/Client4\sample-003049.mp3,you point to a trail of ants leading into the house
./data/Client4\sample-003050.mp3,the cringe levels were almost unbearable
./data/Client4\sample-003051.mp3,when playing children often just reenact what they experienced before
./data/Client4\sample-003052.mp3,the hunter was alerted by the sound of rustling vegetation behind her
./data/Client4\sample-003053.mp3,i was wondering if you could tell me a bit more about what it's like to live and work there
./data/Client4\sample-003054.mp3,did you see the garden that it took the master gardener ten years to create
./data/Client4\sample-003055.mp3,but when the reign of tiberius ended his poems were forgotten
./data/Client4\sample-003056.mp3,you can't believe it's not butter
./data/Client4\sample-003057.mp3,scattered groups of people were hurrying from the direction of woking
./data/Client4\sample-003058.mp3,and they attacked an empty tent
./data/Client4\sample-003059.mp3,what was written on the emerald tablet the boy wanted to know
./data/Client4\sample-003060.mp3,the alchemist followed as the boy's horse ran for almost half an hour
./data/Client4\sample-003061.mp3,dee's house right now
./data/Client4\sample-003062.mp3,but i sort of like him
./data/Client4\sample-003063.mp3,but i'm going to egypt the boy said
./data/Client4\sample-003064.mp3,then you'll die in the midst of trying to realize your destiny
./data/Client4\sample-003065.mp3,he dressed in his arabian clothing of white linen bought especially for this day
./data/Client4\sample-003066.mp3,the wind began to blow again
./data/Client4\sample-003067.mp3,the vertex was out of alignment
./data/Client4\sample-003068.mp3,a friend had told the boy about the shop and he had taken his sheep there
./data/Client4\sample-003069.mp3,the stranger was speaking of things that very few people knew about
./data/Client4\sample-003070.mp3,i heard what you were talking about the other day with the alchemist the wind said
./data/Client4\sample-003071.mp3,he moved about invisible but everyone could hear him
./data/Client4\sample-003072.mp3,it was such a gradual movement that he found it only by noticing the dots
./data/Client4\sample-003073.mp3,many telescopes were pointed at it
./data/Client4\sample-003074.mp3,from that day on it was the desert that would be important
./data/Client4\sample-003075.mp3,he had no idea how he was going to transform himself into the wind
./data/Client4\sample-003076.mp3,many telescopes were pointed at it
./data/Client4\sample-003077.mp3,the englishman could not contain his excitement
./data/Client4\sample-003078.mp3,the whole police force standing on it's ear
./data/Client4\sample-003079.mp3,and the solid part was called the philosopher's stone
./data/Client4\sample-003080.mp3,then use some other method for clicking or activating the item you're looking at
./data/Client4\sample-003081.mp3,the men fell into an animated discussion
./data/Client4\sample-003082.mp3,the invaders carried the name everywhere the beautiful girl spoke of the invaders with pride
./data/Client4\sample-003083.mp3,i'll just watch him he said to himself
./data/Client4\sample-003084.mp3,the two walked out among the palms
./data/Client4\sample-003085.mp3,his heart squeezed as if his chest had suddenly compressed it
./data/Client4\sample-003086.mp3,i didn't want to marry anybody else in town
./data/Client4\sample-003087.mp3,no doubt the impact had caused a flash of fire
./data/Client4\sample-003088.mp3,i found a little crowd of about twenty people surrounding the huge hole
./data/Client4\sample-003089.mp3,you bet i will
./data/Client4\sample-003090.mp3,the space station rocked violently due to the intense pressure wave from the airlock failure
./data/Client4\sample-003091.mp3,do you like it
./data/Client4\sample-003092.mp3,the camel drivers exchanged information about windstorms and told stories about the desert
./data/Client4\sample-003093.mp3,cassie dismantled the bicycle
./data/Client4\sample-003094.mp3,this is for you he said holding one of the parts out to the monk
./data/Client4\sample-003095.mp3,life attracts life the alchemist answered
./data/Client4\sample-003096.mp3,there were raised voicesand some sort of struggle appeared to be going on 
./data/Client4\sample-003097.mp3,'m all about those invisible cosmic connections that transcend time and distance
./data/Client4\sample-003098.mp3,christine valued her freedom and would never deny anyone that privilege
./data/Client4\sample-003099.mp3,the land was ruined and i had to find some other way to earn a living
./data/Client4\sample-003100.mp3,let him have everything he wants
./data/Client4\sample-003101.mp3,you dominated those horsemen with the way you looked at them he said
./data/Client4\sample-003102.mp3,the shepherd said nothing
./data/Client4\sample-003103.mp3,i'm going to need it
./data/Client4\sample-003104.mp3,the boy became fearful the omens told him that something was wrong
./data/Client4\sample-003105.mp3,in biology we study plants and animals in their natural environment
./data/Client4\sample-003106.mp3,sadly my dream of becoming a squirrel whisperer may never happen
./data/Client4\sample-003107.mp3,from there he could see africa in the distance
./data/Client4\sample-003108.mp3,the thought was so dreadful to him that he forgot about the heat and went forward
./data/Client4\sample-003109.mp3,i was scared but wasted no time in going out and crossing the bridge to the sand pits
./data/Client4\sample-003110.mp3,the tradition teaches men how to cross the desert and how their children should marry
./data/Client4\sample-003111.mp3,and the girl pointed to the south indicating that it was there the strange man lived
./data/Client4\sample-003112.mp3,they must be used to their new shepherd and have probably already forgotten me
./data/Client4\sample-003113.mp3,i thought sure you'd remember me
./data/Client4\sample-003114.mp3,there's a place to sit down
./data/Client4\sample-003115.mp3,it was only when i got this close to it that the strangeness of it was at all evident to me
./data/Client4\sample-003116.mp3,i admit that i'm an alcoholic
./data/Client4\sample-003117.mp3,an huge hole had been made by the impact of the projectile
./data/Client4\sample-003118.mp3,i'm an old superstitious arab and i believe in our proverbs
./data/Client4\sample-003119.mp3,i've actually fallen in love with him
./data/Client4\sample-003120.mp3,you can't go any farther one of them said
./data/Client4\sample-003121.mp3,i'm doing much better and soon you'll be able to return to your sheep
./data/Client4\sample-003122.mp3,we have recovered most of the deleted files but some are still being processed
./data/Client4\sample-003123.mp3,after the accident his bicycle had to be repaired
./data/Client4\sample-003124.mp3,he came to understand its dodges and tricks and to accept it as it was
./data/Client4\sample-003125.mp3,and the alchemist understood that the boy's heart had returned to the soul of the world
./data/Client4\sample-003126.mp3,at night they spread their sleeping gear and kept their fires hidden
./data/Client4\sample-003127.mp3,this is the morning post you're talking to
./data/Client4\sample-003128.mp3,as if i had the money back in a safe
./data/Client4\sample-003129.mp3,and then they want the person to change
./data/Client4\sample-003130.mp3,sometimes it's better to be with the sheep who don't say anything
./data/Client4\sample-003131.mp3,the boy didn't know what to say
./data/Client4\sample-003132.mp3,i bet you she'd know how to say it all right
./data/Client4\sample-003133.mp3,i still can't understand it though
./data/Client4\sample-003134.mp3,and he gave the boy his blessing
./data/Client4\sample-003135.mp3,but they could never have taught him arabic
./data/Client4\sample-003136.mp3,you point to a trail of ants leading into the house
./data/Client4\sample-003137.mp3,he understands the forces of nature
./data/Client4\sample-003138.mp3,she cried for an hour
./data/Client4\sample-003139.mp3,i want to tell you a story about dreams said the alchemist
./data/Client4\sample-003140.mp3,we dont want him
./data/Client4\sample-003141.mp3,what're you trying to do
./data/Client4\sample-003142.mp3,gypsies are experts at getting people to do that sighed the old man
./data/Client4\sample-003143.mp3,your account's still here
./data/Client4\sample-003144.mp3,he really was a king
./data/Client4\sample-003145.mp3,that night there was another jetting out of gas from the distant planet
./data/Client4\sample-003146.mp3,i thought that someday i'd be rich and could go to mecca
./data/Client4\sample-003147.mp3,the boy stood up shakily and looked once more at the pyramids
./data/Client4\sample-003148.mp3,the idea is still good
./data/Client4\sample-003149.mp3,april cuddled her lamb
./data/Client4\sample-003150.mp3,rest well tonight as if you were a warrior preparing for combat
./data/Client4\sample-003151.mp3,they're not worth much the englishman answered
./data/Client4\sample-003152.mp3,we're not allowed to tell
./data/Client4\sample-003153.mp3,we're just slowly plodding through some user interviews at the moment
./data/Client4\sample-003154.mp3,now i'm beginning what i could have started ten years ago
./data/Client4\sample-003155.mp3,they are not really friends they just work together and talk from time to time
./data/Client4\sample-003156.mp3,the proposed approach provides stateoftheart results at very low computational cost
./data/Client4\sample-003157.mp3,the first rule of don't fight club is let's talk about it
./data/Client4\sample-003158.mp3,albert didn't have a brother
./data/Client4\sample-003159.mp3,you and i aren't like hassan that rich merchant
./data/Client4\sample-003160.mp3,but he had to move on
./data/Client4\sample-003161.mp3,come on in the office here
./data/Client4\sample-003162.mp3,there were lights in the upper windows of the houses when the people went to bed
./data/Client4\sample-003163.mp3,the wind's curiosity was aroused something that had never happened before
./data/Client4\sample-003164.mp3,the horse reared again raising a cloud of dust
./data/Client4\sample-003165.mp3,people talk a lot about omens thought the shepherd
./data/Client4\sample-003166.mp3,and so will you
./data/Client4\sample-003167.mp3,he stood irresolute for a moment and then scrambled out of the pit
./data/Client4\sample-003168.mp3,but use them to buy your flock
./data/Client4\sample-003169.mp3,maktub thought the boy
./data/Client4\sample-003170.mp3,i've already had that experience with my sheep and now it's happening with people
./data/Client4\sample-003171.mp3,it could be computed in many ways which would give more or less equivalent results
./data/Client4\sample-003172.mp3,the insurance was sky high
./data/Client4\sample-003173.mp3,i don't like seals anyhow
./data/Client4\sample-003174.mp3,when he was a child that man wanted to travel too
./data/Client4\sample-003175.mp3,the old man returned the book to the boy
./data/Client4\sample-003176.mp3,replace the ts in tim tebow's name with any other consonant to get a star wars character
./data/Client4\sample-003177.mp3,do you know what's wrong with you
./data/Client4\sample-003178.mp3,like eating or sleeping or like seeking love or finding a job
./data/Client4\sample-003179.mp3,you have to cross the entire sahara desert said the young man
./data/Client4\sample-003180.mp3,nobody's trying to put anything over on you
./data/Client4\sample-003181.mp3,then the old man began to inspect the sheep and he saw that one was lame
./data/Client4\sample-003182.mp3,there was no justification provided
./data/Client4\sample-003183.mp3,the crowd on the far left seemed to get bigger and i heard now a faint murmur from it
./data/Client4\sample-003184.mp3,night fell and an assortment of fighting men and merchants entered and exited the tent
./data/Client4\sample-003185.mp3,the thing itself was almost entirely buried in sand
./data/Client4\sample-003186.mp3,but they really don't know what they're saying
./data/Client4\sample-003187.mp3,but he decided to take a chance
./data/Client4\sample-003188.mp3,i've heard her speak of you
./data/Client4\sample-003189.mp3,one afternoon they passed by the encampment of one of the tribes
./data/Client4\sample-003190.mp3,what good is money to you if you're going to die
./data/Client4\sample-003191.mp3,i pointed out mars a bright dot of light
./data/Client4\sample-003192.mp3,they made the boy continue digging but he found nothing
./data/Client4\sample-003193.mp3,the old man returned the book to the boy
./data/Client4\sample-003194.mp3,the same book that taught me about urim and thummim
./data/Client4\sample-003195.mp3,of course it is
./data/Client4\sample-003196.mp3,the merchant looked anxiously at the boy
./data/Client4\sample-003197.mp3,a ghostly figure appeared
./data/Client4\sample-003198.mp3,there was a loud shriek from a woman standing behind us
./data/Client4\sample-003199.mp3,for some reason we were blocked from entering
./data/Client4\sample-003200.mp3,you can't believe it's not butter
./data/Client4\sample-003201.mp3,the queen sampled the selection of cakes
./data/Client4\sample-003202.mp3,the fine manufacturing company was a bookkeeper for fourteen years
./data/Client4\sample-003203.mp3,why didn't you tell me
./data/Client4\sample-003204.mp3,they're closing in on you
./data/Client4\sample-003205.mp3,at most they thought that another meteorite had descended
./data/Client4\sample-003206.mp3,the alchemist is two hundred years old the englishman had told him
./data/Client4\sample-003207.mp3,the sheep will get used to my not being there too the boy thought
./data/Client4\sample-003208.mp3,they provided warnings about thieves and barbarian tribes
./data/Client4\sample-003209.mp3,he understands the forces of nature
./data/Client4\sample-003210.mp3,or a man into the wind
./data/Client4\sample-003211.mp3,it reminded him of the wool from his sheep
./data/Client4\sample-003212.mp3,on the  o'clock train
./data/Client4\sample-003213.mp3,the first rule of don't fight club is let's talk about it
./data/Client4\sample-003214.mp3,maybe the alchemist has never been in love the boy thought
./data/Client4\sample-003215.mp3,it may be the gases of the firing that caused the martians inconvenience
./data/Client4\sample-003216.mp3,it's called the principle of favorability
./data/Client4\sample-003217.mp3,i myself heard nothing of that
./data/Client4\sample-003218.mp3,the boy wanted to believe that his friend had simply become separated from him by accident
./data/Client4\sample-003219.mp3,berlin can be so lovely this time of year
./data/Client4\sample-003220.mp3,i came to tell you just one thing the boy said
./data/Client4\sample-003221.mp3,he's doing it because it's what he wants to do
./data/Client4\sample-003222.mp3,he didn't know the man yet but his practiced eye would recognize him when he appeared
./data/Client4\sample-003223.mp3,i have had the same dream twice he said
./data/Client4\sample-003224.mp3,i got a lot on my mind
./data/Client4\sample-003225.mp3,look what the chronicle is running on laura ben
./data/Client4\sample-003226.mp3,suddenly for no apparent reason the boy's horse began to slow
./data/Client4\sample-003227.mp3,this convention is a natural
./data/Client4\sample-003228.mp3,our merchants bought that man and brought him to egypt
./data/Client4\sample-003229.mp3,i'm not working for any other paper
./data/Client4\sample-003230.mp3,from then on he would make his own decisions
./data/Client4\sample-003231.mp3,then came the night of the first falling star
./data/Client4\sample-003232.mp3,the newspaper articles had prepared everyone for the reception of the idea
./data/Client4\sample-003233.mp3,so what is salem like he asked trying to get some sort of clue
./data/Client4\sample-003234.mp3,are you sure erik has our telephone number
./data/Client4\sample-003235.mp3,looks like she can keep kathy's on her toes
./data/Client4\sample-003236.mp3,what happened to your wings
./data/Client4\sample-003237.mp3,it had a diameter of about thirty yards
./data/Client4\sample-003238.mp3,everything in life is an omen said the englishman now closing the journal he was reading
./data/Client4\sample-003239.mp3,then i don't get paid
./data/Client4\sample-003240.mp3,but i found it difficult to get to work because of the investigations
./data/Client4\sample-003241.mp3,most people there take it out pretty early in life
./data/Client4\sample-003242.mp3,the big charleston contest
./data/Client4\sample-003243.mp3,looking through the telescope i saw a circle of deep blue and the little round planet
./data/Client4\sample-003244.mp3,you just don't know all that you've done
./data/Client4\sample-003245.mp3,he told fatima that at their next meeting
./data/Client4\sample-003246.mp3,the closer he got to the realization of his dream the more difficult things became
./data/Client4\sample-003247.mp3,hundreds of observers saw the flame that night and the night after
./data/Client4\sample-003248.mp3,i went swimming with dolphins yesterday
./data/Client4\sample-003249.mp3,but the alchemist continued to look to the horizon
./data/Client4\sample-003250.mp3,dense clouds of smoke or dust can be seen through a powerful telescope
./data/Client4\sample-003251.mp3,he stood irresolute for a moment and then scrambled out of the pit
./data/Client4\sample-003252.mp3,what was written on the emerald tablet the boy wanted to know
./data/Client4\sample-003253.mp3,i'll find out everything
./data/Client4\sample-003254.mp3,you don't have to be rich skinny popular or even own a cape to perform a random act of kindness
./data/Client4\sample-003255.mp3,the boy was getting irritated
./data/Client4\sample-003256.mp3,he spent the entire morning observing the infrequent comings and goings in the street
./data/Client4\sample-003257.mp3,after all who doesnt want to overcome new challenges and achieve great heights
./data/Client4\sample-003258.mp3,no one attacks an oasis
./data/Client4\sample-003259.mp3,looking up he saw a pair of hawks flying high in the sky
./data/Client4\sample-003260.mp3,your account's still here
./data/Client4\sample-003261.mp3,i don't know why we don't all have pneumonia
./data/Client4\sample-003262.mp3,coming home a party of tourists passed us singing and playing music
./data/Client4\sample-003263.mp3,i'd like to have my robe
./data/Client4\sample-003264.mp3,sidelights on sheriff hartman's manhunt
./data/Client4\sample-003265.mp3,the top of the cylinder was rotating on its body
./data/Client4\sample-003266.mp3,about an hour ago
./data/Client4\sample-003267.mp3,she could still be alive
./data/Client4\sample-003268.mp3,then suddenly he noticed it with a start
./data/Client4\sample-003269.mp3,but here's the funniest part of it all
./data/Client4\sample-003270.mp3,few people realise the immensity of vacancy
./data/Client4\sample-003271.mp3,the boy preferred wine
./data/Client4\sample-003272.mp3,it brought his heart into his mouth
./data/Client4\sample-003273.mp3,i want my wife
./data/Client4\sample-003274.mp3,just leave your card with the boy
./data/Client4\sample-003275.mp3,the sun thought for a minute
./data/Client4\sample-003276.mp3,she bought cucumbers at the marketplace
./data/Client4\sample-003277.mp3,the crowd swayed a little as i elbowed my way through
./data/Client4\sample-003278.mp3,scattered groups of people were hurrying from the direction of woking
./data/Client4\sample-003279.mp3,you don't deny that
./data/Client4\sample-003280.mp3,i've just misplaced eight thousand dollars
./data/Client4\sample-003281.mp3,they called that discovery the master work  it was part liquid and part solid
./data/Client4\sample-003282.mp3,the boy listened quietly
./data/Client4\sample-003283.mp3,it's easy and yet i've never done it before he thought
./data/Client4\sample-003284.mp3,is there a crowd in the street
./data/Client4\sample-003285.mp3,we're looking at it right now
./data/Client4\sample-003286.mp3,but all she really ever wanted was a home
./data/Client4\sample-003287.mp3,he sat on a stone and allowed himself to become hypnotized by the horizon
./data/Client4\sample-003288.mp3,i guess you must think i'm kinda batty
./data/Client4\sample-003289.mp3,as the flag unfurled they all hollered like wild beasts
./data/Client4\sample-003290.mp3,let's have a look at the standard deviation
./data/Client4\sample-003291.mp3,henderson stood up with a spade in his hand
./data/Client4\sample-003292.mp3,that night there was another jetting out of gas from the distant planet
./data/Client4\sample-003293.mp3,bert the cop was wounded in north africa
./data/Client4\sample-003294.mp3,noone knows what's behind this gate
./data/Client4\sample-003295.mp3,i'll give it a drink
./data/Client4\sample-003296.mp3,of course it is
./data/Client4\sample-003297.mp3,why don't you have your friends join us
./data/Client4\sample-003298.mp3,i'll see you after
./data/Client4\sample-003299.mp3,well i'd like to see their land and see how they live said his son
./data/Client4\sample-003300.mp3,pork cutlet is also very tasty but our religion does not allow us to eat it
./data/Client4\sample-003301.mp3,do i look as funny as you do
./data/Client4\sample-003302.mp3,the next day the boy returned to the well hoping to see the girl
./data/Client4\sample-003303.mp3,don't you see what's happening
./data/Client4\sample-003304.mp3,he started to read the book he had bought
./data/Client4\sample-003305.mp3,to do that successfully i must have no fear of failure
./data/Client4\sample-003306.mp3,where you got him
./data/Client4\sample-003307.mp3,the time must have been somewhere around six o'clock
./data/Client4\sample-003308.mp3,maybe these desert birds could explain to him the meaning of love without ownership
./data/Client4\sample-003309.mp3,but i don't have it
./data/Client4\sample-003310.mp3,he lives at the alfayoum oasis his friend had said
./data/Client4\sample-003311.mp3,where have you been for so long
./data/Client4\sample-003312.mp3,if you start your emails with greetings let me be the first to welcome you to earth
./data/Client4\sample-003313.mp3,the boy trusted his new friend
./data/Client4\sample-003314.mp3,you brought a new feeling into my crystal shop
./data/Client4\sample-003315.mp3,please use your turn signal
./data/Client4\sample-003316.mp3,he told me i should try to do so
./data/Client4\sample-003317.mp3,the old man wore a breastplate of heavy gold covered with precious stones
./data/Client4\sample-003318.mp3,if you have to wait until the war is over then wait
./data/Client4\sample-003319.mp3,hundreds must have seen it and taken it for a falling star
./data/Client4\sample-003320.mp3,i don't see him
./data/Client4\sample-003321.mp3,everything in life is an omen said the englishman now closing the journal he was reading
./data/Client4\sample-003322.mp3,i'm trying to explain to my mother how to get pictures off her phone
./data/Client4\sample-003323.mp3,he walked slowly through the market
./data/Client4\sample-003324.mp3,he thought that with some patience he'd be able to transform everything into gold
./data/Client4\sample-003325.mp3,i didn't do nothing
./data/Client4\sample-003326.mp3,vibrations of peace throughout the tent
./data/Client4\sample-003327.mp3,throughout the night the boy dug at the place he had chosen but found nothing
./data/Client4\sample-003328.mp3,he dressed in his arabian clothing of white linen bought especially for this day
./data/Client4\sample-003329.mp3,they continued across the desert
./data/Client4\sample-003330.mp3,she must have known alex pretty well
./data/Client4\sample-003331.mp3,the scabbard was embossed in silver and the handle was black and encrusted with precious stones
./data/Client4\sample-003332.mp3,get a suite at the imperial and hire some bodyguards
./data/Client4\sample-003333.mp3,maybe we're all that way the boy mused
./data/Client4\sample-003334.mp3,eventually the merchant had to hire two more employees
./data/Client4\sample-003335.mp3,people say strange things the boy thought
./data/Client4\sample-003336.mp3,he felt uneasy at the man's presence
./data/Client4\sample-003337.mp3,i have already described the appearance of that colossal bulk which was embedded in the ground
./data/Client4\sample-003338.mp3,i'd know that voice anywhere
./data/Client4\sample-003339.mp3,you know it is
./data/Client4\sample-003340.mp3,i'd know that voice anywhere
./data/Client4\sample-003341.mp3,how do you handle the negative weights
./data/Client4\sample-003342.mp3,the conversation was interrupted by the warehouse boss
./data/Client4\sample-003343.mp3,and they had understood each other perfectly well
./data/Client4\sample-003344.mp3,it was the old man who spoke first
./data/Client4\sample-003345.mp3,well interpret the dream he said
./data/Client4\sample-003346.mp3,the boy awoke before dawn
./data/Client4\sample-003347.mp3,the boy mumbled an answer that allowed him to avoid responding to her question
./data/Client4\sample-003348.mp3,i am here the boy said
./data/Client4\sample-003349.mp3,wait till those two future jailbirds read the morning post tomorrow
./data/Client4\sample-003350.mp3,i beg of you not to do this thing
./data/Client4\sample-003351.mp3,i found a little crowd of about twenty people surrounding the huge hole
./data/Client4\sample-003352.mp3,fatima the girl said averting her eyes
./data/Client4\sample-003353.mp3,it was more activity than usual for this time of the morning
./data/Client4\sample-003354.mp3,we were all made by the same hand and we have the same soul
./data/Client4\sample-003355.mp3,we know that and we are used to it
./data/Client4\sample-003356.mp3,i would if i thought i'd hear anything worth listening to
./data/Client4\sample-003357.mp3,where are you from the boy asked
./data/Client4\sample-003358.mp3,coming home a party of tourists passed us singing and playing music
./data/Client4\sample-003359.mp3,he was more confident in himself though and felt as though he could conquer the world
./data/Client4\sample-003360.mp3,the police have kindly provided us with a list
./data/Client4\sample-003361.mp3,the boy listened quietly
./data/Client4\sample-003362.mp3,then he took from his knapsack a bottle of wine and drank some
./data/Client4\sample-003363.mp3,before guns were invented armies had to throw bullets at each other and if a bullet touched you you had to sit out until the next war
./data/Client4\sample-003364.mp3,has aunt stephanie come in yet
./data/Client4\sample-003365.mp3,hitting the delete and escape keys did nothing
./data/Client4\sample-003366.mp3,he appeared with the first stars of evening
./data/Client4\sample-003367.mp3,june decided to retire
./data/Client4\sample-003368.mp3,eric took his vitamins and continued his exercise regime
./data/Client4\sample-003369.mp3,i'm the king of salem the old man had said
./data/Client4\sample-003370.mp3,it was faintly marked with transverse stripes and slightly flattened from the perfect round
./data/Client4\sample-003371.mp3,the sun thought for a minute
./data/Client4\sample-003372.mp3,she had pneumonia once
./data/Client4\sample-003373.mp3,from the railway station in the distance came the sound of trains ringing and rumbling
./data/Client4\sample-003374.mp3,that's never happened to me the boy said
./data/Client4\sample-003375.mp3,he left without saying goodbye to the crystal merchant
./data/Client4\sample-003376.mp3,you bet i've got a better offer
./data/Client4\sample-003377.mp3,i kept my eyes fixed on the cylinder and began pushing my way back from the edge of the pit
./data/Client4\sample-003378.mp3,i don't understand what you're talking about the desert said
./data/Client4\sample-003379.mp3,henderson went into the railway station to telegraph the news to london
./data/Client4\sample-003380.mp3,wait just a minute now
./data/Client4\sample-003381.mp3,can i at least keep the onion soup
./data/Client4\sample-003382.mp3,as they browsed the store together
./data/Client4\sample-003383.mp3,where your treasure is there also will be your heart the alchemist had told him
./data/Client4\sample-003384.mp3,it's called the principle of favorability
./data/Client4\sample-003385.mp3,the heather was on fire and you could see a thin blue smoke rising up slowly
./data/Client4\sample-003386.mp3,the tribal chieftains will see that and you'll be dismissed from your position as counselor
./data/Client4\sample-003387.mp3,i can always go back to being a shepherd the boy thought
./data/Client4\sample-003388.mp3,lioness rushes to defense of cub
./data/Client4\sample-003389.mp3,get me my check book
./data/Client4\sample-003390.mp3,it was impossible to remember all the details that he covered in an hour
./data/Client4\sample-003391.mp3,it's the master work of the alchemists
./data/Client4\sample-003392.mp3,make room for mrs chelsea
./data/Client4\sample-003393.mp3,absolutely despicable that gingerbread men are forced to live in houses made of their own flesh
./data/Client4\sample-003394.mp3,he still calls his mother 'mummy'
./data/Client4\sample-003395.mp3,i'll tell you what i'll do
./data/Client4\sample-003396.mp3,but nowhere could he find his new companion
./data/Client4\sample-003397.mp3,many people in berkshire surrey and middlesex must have seen it
./data/Client4\sample-003398.mp3,but everyone and his aunt lilian's been through that bag
./data/Client4\sample-003399.mp3,that florescent pink colour is hurting my eyes
./data/Client4\sample-003400.mp3,gentlemen of the press
./data/Client4\sample-003401.mp3,most of my friends have already finished college
./data/Client4\sample-003402.mp3,but that's why you created the game in the first place the boy answered
./data/Client4\sample-003403.mp3,i'm not going very far the alchemist answered looking straight into the eyes of the horsemen
./data/Client4\sample-003404.mp3,as the sun rose the men began to beat the boy
./data/Client4\sample-003405.mp3,i had seen all that it would presently bring me
./data/Client4\sample-003406.mp3,abraham provided many treats
./data/Client4\sample-003407.mp3,enough said the boy
./data/Client4\sample-003408.mp3,i have watched the caravan as it crossed the desert he said
./data/Client4\sample-003409.mp3,it was my fault for interfering
./data/Client4\sample-003410.mp3,they were relieved and happy
./data/Client4\sample-003411.mp3,the boy began again to read his book but he was no longer able to concentrate
./data/Client4\sample-003412.mp3,the thought was so dreadful to him that he forgot about the heat and went forward
./data/Client4\sample-003413.mp3,an huge hole had been made by the impact of the projectile
./data/Client4\sample-003414.mp3,the city was still sleeping
./data/Client4\sample-003415.mp3,are you going to listen
./data/Client4\sample-003416.mp3,and a big turtle fell from the sky
./data/Client4\sample-003417.mp3,what are you talking about
./data/Client4\sample-003418.mp3,naturally we have to do something about it
./data/Client4\sample-003419.mp3,now let's take a look at the candidates
./data/Client4\sample-003420.mp3,bakers have homes while shepherds sleep out in the open
./data/Client4\sample-003421.mp3,as i watched the planet seemed to grow larger and smaller
./data/Client4\sample-003422.mp3,where do you live shouted the boy as the horseman rode away
./data/Client4\sample-003423.mp3,like eating or sleeping or like seeking love or finding a job
./data/Client4\sample-003424.mp3,this was the strangest of all things that ever came to earth from outer space
./data/Client4\sample-003425.mp3,you have been a real blessing to me
./data/Client4\sample-003426.mp3,the night was warm and i was thirsty
./data/Client4\sample-003427.mp3,everyone seemed very excited
./data/Client4\sample-003428.mp3,he couldn't have been wrong
./data/Client4\sample-003429.mp3,don't you see what's happening
./data/Client4\sample-003430.mp3,i can work for the rest of today the boy answered
./data/Client4\sample-003431.mp3,the boy and the englishman had bought camels and climbed uncertainly onto their backs
./data/Client4\sample-003432.mp3,i think i will
