filename,text
./data/Client5\sample-004036.mp3,i'm an adventurer looking for treasure he said to himself
./data/Client5\sample-004037.mp3,opening the source code can be a measure to create trust in software
./data/Client5\sample-004038.mp3,its observation probabilities are computed as a product of pixel probabilities
./data/Client5\sample-004039.mp3,what he said reminded the boy of the old king
./data/Client5\sample-004040.mp3,i'm not afraid of failing
./data/Client5\sample-004041.mp3,i had a dream and i met with a king
./data/Client5\sample-004042.mp3,you left out number five
./data/Client5\sample-004043.mp3,no one seemed to have thought about it that night
./data/Client5\sample-004044.mp3,the old man opened his cape and the boy was struck by what he saw
./data/Client5\sample-004045.mp3,it may be the gases of the firing that caused the martians inconvenience
./data/Client5\sample-004046.mp3,some place to live
./data/Client5\sample-004047.mp3,last time i made the mistake of replicating a drawing by rodin
./data/Client5\sample-004048.mp3,i had the everyone has gary busey's teeth dream again
./data/Client5\sample-004049.mp3,people saw me coming and welcomed me he thought
./data/Client5\sample-004050.mp3,we don't know what's in the confounded thing do you
./data/Client5\sample-004051.mp3,it looked like a rusty gas float
./data/Client5\sample-004052.mp3,he was learning a lot of new things
./data/Client5\sample-004053.mp3,he wanted to forget about the vision and return to his meditation
./data/Client5\sample-004054.mp3,camels are traitorous they walk thousands of paces and never seem to tire
./data/Client5\sample-004055.mp3,you hit my best friend
./data/Client5\sample-004056.mp3,saul was infuriating the others
./data/Client5\sample-004057.mp3,but can we trust him
./data/Client5\sample-004058.mp3,that night there was another jetting out of gas from the distant planet
./data/Client5\sample-004059.mp3,my wife pointed out to me the brightness of the red green and yellow signal lights
./data/Client5\sample-004060.mp3,there was no way for everybody to know about alchemy
./data/Client5\sample-004061.mp3,now it will be with hope
./data/Client5\sample-004062.mp3,the first rule of don't fight club is let's talk about it
./data/Client5\sample-004063.mp3,he had found where his treasure was and was frightened at what might happen
./data/Client5\sample-004064.mp3,bakers have homes while shepherds sleep out in the open
./data/Client5\sample-004065.mp3,even though the sheep didn't teach me to speak arabic
./data/Client5\sample-004066.mp3,and he looked out over the desert that had brought him to the woman he loved
./data/Client5\sample-004067.mp3,the patriotic veteran returned to the united states
./data/Client5\sample-004068.mp3,a line of flame high can be seen in the atmosphere
./data/Client5\sample-004069.mp3,looking through the telescope i saw a circle of deep blue and the little round planet
./data/Client5\sample-004070.mp3,they whisked themselves into a frenzy
./data/Client5\sample-004071.mp3,they were relieved and happy
./data/Client5\sample-004072.mp3,i don't know why
./data/Client5\sample-004073.mp3,and for wise men gold is the metal that evolved the furthest
./data/Client5\sample-004074.mp3,tell your heart that the fear of suffering is worse than the suffering itself
./data/Client5\sample-004075.mp3,why did you want to see me the boy asked
./data/Client5\sample-004076.mp3,i wonder how many times a year this happens
./data/Client5\sample-004077.mp3,most meteorites are more or less rounded
./data/Client5\sample-004078.mp3,the boy preferred wine
./data/Client5\sample-004079.mp3,henderson stood up with a spade in his hand
./data/Client5\sample-004080.mp3,how much is your equity in it
./data/Client5\sample-004081.mp3,the two men exchanged some words in arabic and the bar owner seemed irritated
./data/Client5\sample-004082.mp3,he was twenty minutes from his tent and began to make his way there
./data/Client5\sample-004083.mp3,not always in this way but i always appear in one form or another
./data/Client5\sample-004084.mp3,put jackie right on the staff
./data/Client5\sample-004085.mp3,you can't believe it's not butter
./data/Client5\sample-004086.mp3,he was immensely excited at the news
./data/Client5\sample-004087.mp3,i don't know anything
./data/Client5\sample-004088.mp3,that's never happened to me the boy said
./data/Client5\sample-004089.mp3,three taps is me
./data/Client5\sample-004090.mp3,bakers have homes while shepherds sleep out in the open
./data/Client5\sample-004091.mp3,absolutely despicable that gingerbread men are forced to live in houses made of their own flesh
./data/Client5\sample-004092.mp3,now you just turn this way and go right straight down
./data/Client5\sample-004093.mp3,at most they thought that another meteorite had descended
./data/Client5\sample-004094.mp3,but his heart was speaking of other things
./data/Client5\sample-004095.mp3,maybe tomorrow said the boy moving away
./data/Client5\sample-004096.mp3,i've got to see nicole right away
./data/Client5\sample-004097.mp3,why do they make things so complicated he asked the englishman one night
./data/Client5\sample-004098.mp3,henderson went into the railway station to telegraph the news to london
./data/Client5\sample-004099.mp3,they're just a pile of stones
./data/Client5\sample-004100.mp3,my friend said i love you
./data/Client5\sample-004101.mp3,so he began to wander through the city and found himself at the gates
./data/Client5\sample-004102.mp3,second with a keyboard you can hold a movement key and release when you reach your location
./data/Client5\sample-004103.mp3,did you tell them that funny story you told me yesterday
./data/Client5\sample-004104.mp3,you should see the other guy specifically how good at fighting he is
./data/Client5\sample-004105.mp3,the boy began to dig into the dune
./data/Client5\sample-004106.mp3,he wasn't as good as i was expecting
./data/Client5\sample-004107.mp3,as soon as he saw me among the crowd he called to me to come down
./data/Client5\sample-004108.mp3,he tried again to concentrate on the pink shades of the desert and its stones
./data/Client5\sample-004109.mp3,children jumping in puddles
./data/Client5\sample-004110.mp3,i locked eyes with a fish in the tank
./data/Client5\sample-004111.mp3,something happens here you'll have to remember later on
./data/Client5\sample-004112.mp3,and this is for me said the alchemist keeping one of the parts
./data/Client5\sample-004113.mp3,i went stretching my legs clumsily and feeling my way in the dark
./data/Client5\sample-004114.mp3,we ate spicy rice with chicken legs and white mushrooms
./data/Client5\sample-004115.mp3,the crowd swayed a little as i elbowed my way through
./data/Client5\sample-004116.mp3,i think we can do better after the boat sails
./data/Client5\sample-004117.mp3,many of our soldiers teamed up
./data/Client5\sample-004118.mp3,much better said the old man
./data/Client5\sample-004119.mp3,i was just in town earlier this year so it is kind of crazy to think about what took place right after
./data/Client5\sample-004120.mp3,in alchemy it's called the soul of the world
./data/Client5\sample-004121.mp3,one afternoon they passed by the encampment of one of the tribes
./data/Client5\sample-004122.mp3,he was learning a lot of new things
./data/Client5\sample-004123.mp3,it seemed such a little thing so bright and small and still
./data/Client5\sample-004124.mp3,but the boy never took his eye off his new friend
./data/Client5\sample-004125.mp3,the boy didn't know what to say
./data/Client5\sample-004126.mp3,you wanna take this outside
./data/Client5\sample-004127.mp3,do you know what cia stands for
./data/Client5\sample-004128.mp3,i don't know what she's talking about
./data/Client5\sample-004129.mp3,henderson went into the railway station to telegraph the news to london
./data/Client5\sample-004130.mp3,but if you have to go before then go on in pursuit of your dream
./data/Client5\sample-004131.mp3,be less complicated without a family
./data/Client5\sample-004132.mp3,the lumberjack jumped up the tree
./data/Client5\sample-004133.mp3,do you know what i mean
./data/Client5\sample-004134.mp3,he almost began to tell about his treasure but decided not to do so
./data/Client5\sample-004135.mp3,i should say not
./data/Client5\sample-004136.mp3,no doubt the impact had caused a flash of fire
./data/Client5\sample-004137.mp3,but finally he agreed that the boy who spoke better arabic than he should do so
./data/Client5\sample-004138.mp3,looking up he saw a pair of hawks flying high in the sky
./data/Client5\sample-004139.mp3,i'm the stranger around here
./data/Client5\sample-004140.mp3,but he had to move on
./data/Client5\sample-004141.mp3,the englishman could not contain his excitement
./data/Client5\sample-004142.mp3,it seemed such a little thing so bright and small and still
./data/Client5\sample-004143.mp3,storm increasing over the rockies
./data/Client5\sample-004144.mp3,he was selling better than ever
./data/Client5\sample-004145.mp3,they ate in silence
./data/Client5\sample-004146.mp3,i want to stay at the oasis the boy answered
./data/Client5\sample-004147.mp3,so it's better to listen to what it has to say
./data/Client5\sample-004148.mp3,strange images passed through my mind
./data/Client5\sample-004149.mp3,the boy didn't know what to say
./data/Client5\sample-004150.mp3,i thought the unscrewing might be automatic
./data/Client5\sample-004151.mp3,she improved her list every day
./data/Client5\sample-004152.mp3,it seemed so safe and tranquil
./data/Client5\sample-004153.mp3,but he found it much more interesting to observe the caravan and listen to the wind
./data/Client5\sample-004154.mp3,it's called the principle of favorability beginner's luck
./data/Client5\sample-004155.mp3,when he had completed the cleaning he asked the man for something to eat
./data/Client5\sample-004156.mp3,the whole army of them
./data/Client5\sample-004157.mp3,it's the only name i've got
./data/Client5\sample-004158.mp3,it means only that the heart does what it can the alchemist said
./data/Client5\sample-004159.mp3,at that point the omens will tell you that your treasure is buried forever
./data/Client5\sample-004160.mp3,younger man what he had seen and the man asked him to wait there
./data/Client5\sample-004161.mp3,the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him
./data/Client5\sample-004162.mp3,the closer he got to the realization of his dream the more difficult things became
./data/Client5\sample-004163.mp3,henderson was taking it in
./data/Client5\sample-004164.mp3,she's good enough for me
./data/Client5\sample-004165.mp3,in some places the ground was covered with the salt of driedup lakes
./data/Client5\sample-004166.mp3,get me walter burns
./data/Client5\sample-004167.mp3,i was disappointed at this inanimate bulk
./data/Client5\sample-004168.mp3,he was learning a lot of new things
./data/Client5\sample-004169.mp3,there were raised voicesand some sort of struggle appeared to be going on 
./data/Client5\sample-004170.mp3,i think i sprained my pride
./data/Client5\sample-004171.mp3,you want the moon
./data/Client5\sample-004172.mp3,don't say anything fatima interrupted
./data/Client5\sample-004173.mp3,henderson went into the railway station to telegraph the news to london
./data/Client5\sample-004174.mp3,i said i wish i'd never been born
./data/Client5\sample-004175.mp3,at that time it was quite clear in my own mind that the thing had come from the planet mars
./data/Client5\sample-004176.mp3,he stood irresolute for a moment and then scrambled out of the pit
./data/Client5\sample-004177.mp3,because you will never again be able to keep it quiet
./data/Client5\sample-004178.mp3,what was all that
./data/Client5\sample-004179.mp3,and also because i know about the soul of the world he thought to himself
./data/Client5\sample-004180.mp3,how much is your equity in it
./data/Client5\sample-004181.mp3,there was a murmur from the crowd
./data/Client5\sample-004182.mp3,he quickly pulled his hands away
./data/Client5\sample-004183.mp3,the camel driver understood what the boy was saying
./data/Client5\sample-004184.mp3,love required them to stay with the people they loved
./data/Client5\sample-004185.mp3,enough said the boy
./data/Client5\sample-004186.mp3,i am following my destiny
./data/Client5\sample-004187.mp3,but the englishman was exultant
./data/Client5\sample-004188.mp3,then suppose you give me the money
./data/Client5\sample-004189.mp3,the merchants were assembling their stalls and the boy helped a candy seller to do his
./data/Client5\sample-004190.mp3,but they were not there
./data/Client5\sample-004191.mp3,elizabeth reclined gracefully
./data/Client5\sample-004192.mp3,this jelly doesn't taste of limes
./data/Client5\sample-004193.mp3,and the alchemist understood that the boy's heart had returned to the soul of the world
./data/Client5\sample-004194.mp3,people said that gypsies spent their lives tricking others
./data/Client5\sample-004195.mp3,she refilled her vessel and left
./data/Client5\sample-004196.mp3,the loafers and golf caddies were used to hanging out near the railway station
./data/Client5\sample-004197.mp3,he could sell the stones and buy a return ticket
./data/Client5\sample-004198.mp3,but the alchemist continued to look to the horizon
./data/Client5\sample-004199.mp3,fastfood is convenient but often unhealthy
./data/Client5\sample-004200.mp3,he had already seen many people come and go and the desert remained as it was
./data/Client5\sample-004201.mp3,i know why i want to get back to my flock he thought
./data/Client5\sample-004202.mp3,the toilet needed cleaning
./data/Client5\sample-004203.mp3,so how will we name all these hurricanes
./data/Client5\sample-004204.mp3,my seven year resume gap is marked not drugs
./data/Client5\sample-004205.mp3,the land was ruined and i had to find some other way to earn a living
./data/Client5\sample-004206.mp3,the thing itself was almost entirely buried in sand
./data/Client5\sample-004207.mp3,worked hard just to have food and water like the sheep
./data/Client5\sample-004208.mp3,why did we have to have all these kids
./data/Client5\sample-004209.mp3,i'm going to them
./data/Client5\sample-004210.mp3,as i watched the planet seemed to grow larger and smaller
./data/Client5\sample-004211.mp3,you should see the other guy specifically how good at fighting he is
./data/Client5\sample-004212.mp3,an old man with a breastplate of gold wouldn't have lied just to acquire six sheep
./data/Client5\sample-004213.mp3,the boy became fearful the omens told him that something was wrong
./data/Client5\sample-004214.mp3,he had done this for years and knew the schedule of everyone who passed
./data/Client5\sample-004215.mp3,the englishman vanished too gone to find the alchemist
./data/Client5\sample-004216.mp3,just a memory right now it signified shade water and a refuge from the war
./data/Client5\sample-004217.mp3,it drew a droplet of blood
./data/Client5\sample-004218.mp3,so what should i do now the boy asked
./data/Client5\sample-004219.mp3,the hand that evokes love and creates a twin soul for every person in the world
./data/Client5\sample-004220.mp3,aldo and his grandma quickly discovered a new passion for coding
./data/Client5\sample-004221.mp3,he was alarmed by what had happened
./data/Client5\sample-004222.mp3,i hope he grows up to look like you
./data/Client5\sample-004223.mp3,that was his work
./data/Client5\sample-004224.mp3,well why don't we go there right now the boy asked
./data/Client5\sample-004225.mp3,i'm hunting with my falcon the alchemist answered
./data/Client5\sample-004226.mp3,she ought to be here any minute
./data/Client5\sample-004227.mp3,that makes sense the alchemist answered
./data/Client5\sample-004228.mp3,i saw the shopkeeper struggling near the edge of the pit
./data/Client5\sample-004229.mp3,they mounted their horses
./data/Client5\sample-004230.mp3,nearby was the englishman reading a book
./data/Client5\sample-004231.mp3,i didn't need to waste my time just for this he said
./data/Client5\sample-004232.mp3,then what's a big political boss like shiela daniels doing in town
./data/Client5\sample-004233.mp3,she was reminded of her mistakes
./data/Client5\sample-004234.mp3,who is this stranger who speaks of omens asked one of the chieftains eyeing the boy
./data/Client5\sample-004235.mp3,the nearby city of ceuta had grown faster than tangier and business had fallen off
./data/Client5\sample-004236.mp3,the concrete was covered in moss
./data/Client5\sample-004237.mp3,only one third of the rubbish is being recycled in this country
./data/Client5\sample-004238.mp3,for a moment everything was dark and scary
./data/Client5\sample-004239.mp3,i heard a faint movement under my feet
./data/Client5\sample-004240.mp3,there were lights in the upper windows of the houses when the people went to bed
./data/Client5\sample-004241.mp3,will i learn to do that someday the boy asked
./data/Client5\sample-004242.mp3,something inside the cylinder was unscrewing the top
./data/Client5\sample-004243.mp3,the time must have been somewhere around six o'clock
./data/Client5\sample-004244.mp3,if you're looking for a room there's no vacancy
./data/Client5\sample-004245.mp3,but it is not a class that was requested by our alumni or prospective students
./data/Client5\sample-004246.mp3,the end of the cylinder was still as ogilvy and henderson had left it
./data/Client5\sample-004247.mp3,what time is it
./data/Client5\sample-004248.mp3,i could have helped her
./data/Client5\sample-004249.mp3,i just want to dream about mecca
./data/Client5\sample-004250.mp3,this is for the boy
./data/Client5\sample-004251.mp3,absolutely despicable that gingerbread men are forced to live in houses made of their own flesh
./data/Client5\sample-004252.mp3,it was such a gradual movement that he found it only by noticing the dots
./data/Client5\sample-004253.mp3,some of those who saw its flight say it travelled with a hissing sound
./data/Client5\sample-004254.mp3,good luck to you
./data/Client5\sample-004255.mp3,criminals cry for it
./data/Client5\sample-004256.mp3,even though the sheep didn't teach me to speak arabic
./data/Client5\sample-004257.mp3,i felt like being in paradise
./data/Client5\sample-004258.mp3,now what's the story
./data/Client5\sample-004259.mp3,you point to a trail of ants leading into the house
./data/Client5\sample-004260.mp3,i think they perceived that nothing was to be done at the moment
./data/Client5\sample-004261.mp3,he was betting on that outcome
./data/Client5\sample-004262.mp3,he had tried in vain to establish a relationship with an alchemist
./data/Client5\sample-004263.mp3,i'd like to take a bath
./data/Client5\sample-004264.mp3,i know you'll pay it back when you can
./data/Client5\sample-004265.mp3,he transformed himself into a stone that rolled up to the miner's foot
./data/Client5\sample-004266.mp3,i'd know that voice anywhere
./data/Client5\sample-004267.mp3,you'll take fifty and like it
./data/Client5\sample-004268.mp3,the first day passed
./data/Client5\sample-004269.mp3,i've been trying to figure it out
./data/Client5\sample-004270.mp3,as they moved along the boy tried to listen to his heart
./data/Client5\sample-004271.mp3,canada is quite cold at times
./data/Client5\sample-004272.mp3,acne is mainly a problem for teenagers
./data/Client5\sample-004273.mp3,don't let facebook take up all of your time
./data/Client5\sample-004274.mp3,i usually like to eat flying tomato salad
./data/Client5\sample-004275.mp3,why the shots stopped after the tenth no one on earth has tried to explain
./data/Client5\sample-004276.mp3,i thought the unscrewing might be automatic
./data/Client5\sample-004277.mp3,and so will you
./data/Client5\sample-004278.mp3,and because the tribes declared war i went to the well seeking the alchemist
./data/Client5\sample-004279.mp3,i told you baldwin was in trouble
./data/Client5\sample-004280.mp3,they eat lunch together often but dont really talk outside the office
./data/Client5\sample-004281.mp3,they were inspired by that disaster to never let it happen again
./data/Client5\sample-004282.mp3,give me my book the boy said
./data/Client5\sample-004283.mp3,the alchemist removed the pan from the fire and set it aside to cool
./data/Client5\sample-004284.mp3,and you married her
./data/Client5\sample-004285.mp3,the one in there
./data/Client5\sample-004286.mp3,and she already has her treasure it's you
./data/Client5\sample-004287.mp3,we always observe the tradition
./data/Client5\sample-004288.mp3,how do you feel
./data/Client5\sample-004289.mp3,the two were taken to a nearby military camp
./data/Client5\sample-004290.mp3,they're always after me for interviews
./data/Client5\sample-004291.mp3,its been a long time since she last read chekhov and because of that she no longer feels like the heroine of her own story
./data/Client5\sample-004292.mp3,who's down there with you
./data/Client5\sample-004293.mp3,have you got my dough
./data/Client5\sample-004294.mp3,just like an organ
./data/Client5\sample-004295.mp3,an huge hole had been made by the impact of the projectile
./data/Client5\sample-004296.mp3,they formed heaps that are visible a mile and a half away
./data/Client5\sample-004297.mp3,and that's where the power of love comes in
./data/Client5\sample-004298.mp3,except for my ulcers
./data/Client5\sample-004299.mp3,you ought to stay over
./data/Client5\sample-004300.mp3,i told him that was what i had come here to learn
./data/Client5\sample-004301.mp3,the wind's curiosity was aroused something that had never happened before
./data/Client5\sample-004302.mp3,they're starting to throw things
./data/Client5\sample-004303.mp3,you dont compare directly to existing stateoftheart methods
./data/Client5\sample-004304.mp3,my mind ran on the possibilities of its content
./data/Client5\sample-004305.mp3,the elevators are still running
./data/Client5\sample-004306.mp3,a large portion of the cylinder had been uncovered
./data/Client5\sample-004307.mp3,he had not a cent in his pocket but he had faith
./data/Client5\sample-004308.mp3,all they ever do really is look for food and water
./data/Client5\sample-004309.mp3,the angel touched the man's shoulder and they were both projected far into the future
./data/Client5\sample-004310.mp3,two days later the merchant spoke to the boy about the display
./data/Client5\sample-004311.mp3,the desert was all sand in some stretches and rocky in others
./data/Client5\sample-004312.mp3,that doesn't say much for mine
./data/Client5\sample-004313.mp3,i used to pitch
./data/Client5\sample-004314.mp3,see that miss baker gets a car to take her home
./data/Client5\sample-004315.mp3,the boy's heart began to speak of fear
./data/Client5\sample-004316.mp3,the cushion was soft and inviting
./data/Client5\sample-004317.mp3,i heard a peculiar humming sound from the pit
./data/Client5\sample-004318.mp3,they set off running wildly into the trees
./data/Client5\sample-004319.mp3,but everything had changed
./data/Client5\sample-004320.mp3,sometimes there's just no way to hold back the river
./data/Client5\sample-004321.mp3,how do you feel
./data/Client5\sample-004322.mp3,there were really i think two or three hundred people elbowing one another
./data/Client5\sample-004323.mp3,stand by to contact amanda
./data/Client5\sample-004324.mp3,air was either entering or escaping at the rim with a thin sizzling sound
./data/Client5\sample-004325.mp3,it's going to take a while the boy said
./data/Client5\sample-004326.mp3,when he saw henderson in his garden he called over the fence and made himself understood
./data/Client5\sample-004327.mp3,i've got to talk to you straight from the shoulder
./data/Client5\sample-004328.mp3,stop treating me like a child
./data/Client5\sample-004329.mp3,i found a little crowd of about twenty people surrounding the huge hole
./data/Client5\sample-004330.mp3,maybe she didn't even remember him
./data/Client5\sample-004331.mp3,i'm a desert woman and i'm proud of that
./data/Client5\sample-004332.mp3,not what you'd call rich
./data/Client5\sample-004333.mp3,it's not a battle of good against evil
./data/Client5\sample-004334.mp3,but here's the funniest part of it all
./data/Client5\sample-004335.mp3,that's the first time you've been right today
./data/Client5\sample-004336.mp3,then i suggest you call one of them
./data/Client5\sample-004337.mp3,my sisters arent telling me everything i need to know to get there
./data/Client5\sample-004338.mp3,he was about the same age and height as the boy
./data/Client5\sample-004339.mp3,what makes you think they're even interested
./data/Client5\sample-004340.mp3,that's a good luck omen the englishman said after the fat arab had gone out
./data/Client5\sample-004341.mp3,the biggest living thing is a mushroom
./data/Client5\sample-004342.mp3,i'm going to hate those who have found their treasure because i never found mine
./data/Client5\sample-004343.mp3,they don't believe us
./data/Client5\sample-004344.mp3,the boy smiled to himself
./data/Client5\sample-004345.mp3,this is for the boy
./data/Client5\sample-004346.mp3,the young arab took out a book and began to read
./data/Client5\sample-004347.mp3,he was about the same age and height as the boy
./data/Client5\sample-004348.mp3,so we their hearts speak more and more softly
./data/Client5\sample-004349.mp3,a fine bunch of reporters
./data/Client5\sample-004350.mp3,then suddenly he noticed it with a start
./data/Client5\sample-004351.mp3,ask the owner of that stall how much the sword costs he said to his friend
./data/Client5\sample-004352.mp3,but the marketplace was empty and he was far from home so he wept
./data/Client5\sample-004353.mp3,i've been trying to figure it out
./data/Client5\sample-004354.mp3,and he vanished around the corner of the plaza
./data/Client5\sample-004355.mp3,at that point in their lives everything is clear and everything is possible
./data/Client5\sample-004356.mp3,but bakers are more important people than shepherds
./data/Client5\sample-004357.mp3,the boy had met the alchemist
./data/Client5\sample-004358.mp3,but there were certain of them who took a bit longer to awaken
./data/Client5\sample-004359.mp3,i got drunk yesterday and thought i built a super computer
./data/Client5\sample-004360.mp3,he moved about invisible but everyone could hear him
./data/Client5\sample-004361.mp3,can i go now
./data/Client5\sample-004362.mp3,how are you
./data/Client5\sample-004363.mp3,all i saw was an army said the boy
./data/Client5\sample-004364.mp3,what do you need
./data/Client5\sample-004365.mp3,this morning i found a calculator taped to my wii
./data/Client5\sample-004366.mp3,but they really don't know what they're saying
./data/Client5\sample-004367.mp3,the mixture took on a reddish color almost the color of blood
./data/Client5\sample-004368.mp3,a large portion of the cylinder had been uncovered
./data/Client5\sample-004369.mp3,everyone has his or her own way of learning things he said to himself
./data/Client5\sample-004370.mp3,i just don't trust anyone who says they've never had hamburger helper
./data/Client5\sample-004371.mp3,but it is not a class that was requested by our alumni or prospective students
./data/Client5\sample-004372.mp3,at that time it was quite clear in my own mind that the thing had come from the planet mars
./data/Client5\sample-004373.mp3,but i didnt think that it contained any living creature
./data/Client5\sample-004374.mp3,he took back his books and packed them away again in their bags
./data/Client5\sample-004375.mp3,you'll wreck your raincoat
./data/Client5\sample-004376.mp3,i'm doing much better and soon you'll be able to return to your sheep
./data/Client5\sample-004377.mp3,but most important he was able every day to live out his dream
./data/Client5\sample-004378.mp3,the achieved results are far behind the stateoftheart in image classification
./data/Client5\sample-004379.mp3,it seemed to him that it fell to earth about one hundred miles east of here
./data/Client5\sample-004380.mp3,maybe they're like me
./data/Client5\sample-004381.mp3,it's no miracle because i see it happen once every year
./data/Client5\sample-004382.mp3,he moved about invisible but everyone could hear him
./data/Client5\sample-004383.mp3,i just know that the tradition is always right
./data/Client5\sample-004384.mp3,now it will be with hope
./data/Client5\sample-004385.mp3,but i found it difficult to get to work because of the investigations
./data/Client5\sample-004386.mp3,it was impossible to remember all the details that he covered in an hour
./data/Client5\sample-004387.mp3,and he asked the boy if he too were in search of the alchemist
./data/Client5\sample-004388.mp3,when i returned to the common the sun was setting
./data/Client5\sample-004389.mp3,but finally the merchant appeared and asked the boy to shear four sheep
./data/Client5\sample-004390.mp3,it's a sacrifice we all ought to be glad to make
./data/Client5\sample-004391.mp3,education is very important
./data/Client5\sample-004392.mp3,i didn't know whose it was
./data/Client5\sample-004393.mp3,i didn't come here to have you read my palm he said already regretting having come
./data/Client5\sample-004394.mp3,they were both silent for a time observing the plaza and the townspeople
./data/Client5\sample-004395.mp3,and one or two persons were returning
./data/Client5\sample-004396.mp3,i think they perceived that nothing was to be done at the moment
./data/Client5\sample-004397.mp3,and i will tell you how to find the hidden treasure
./data/Client5\sample-004398.mp3,his heart was heavy and he had been melancholy since the previous night
./data/Client5\sample-004399.mp3,and yet none of these people has ever met the old king
./data/Client5\sample-004400.mp3,artisanal gin bar seriously
./data/Client5\sample-004401.mp3,i went stretching my legs clumsily and feeling my way in the dark
./data/Client5\sample-004402.mp3,the sun thought about that and decided to shine more brightly
./data/Client5\sample-004403.mp3,that's what she did to me
./data/Client5\sample-004404.mp3,well then why do we need all these books the boy asked
./data/Client5\sample-004405.mp3,few people realise the immensity of vacancy
./data/Client5\sample-004406.mp3,bob lifted the dusty scroll
./data/Client5\sample-004407.mp3,the authors claim to specifically address variations due to geometric transformations in the acquired images
./data/Client5\sample-004408.mp3,pull this lever to activate the piston
./data/Client5\sample-004409.mp3,we're just travelers the alchemist answered
./data/Client5\sample-004410.mp3,i wouldn't be a bit surprised
./data/Client5\sample-004411.mp3,we're refugees from the tribal wars and we need money the other figure said
./data/Client5\sample-004412.mp3,and your camels will bring you wealth and power
./data/Client5\sample-004413.mp3,in spite of this i still believed that there were men in mars
./data/Client5\sample-004414.mp3,what's that got to do with it
./data/Client5\sample-004415.mp3,you're not going anywhere
./data/Client5\sample-004416.mp3,vibrations of peace throughout the tent
./data/Client5\sample-004417.mp3,from that day on the oasis would be an empty place for her
./data/Client5\sample-004418.mp3,i finally have enough money and all the time i need
./data/Client5\sample-004419.mp3,she would never know the difference because she didn't know how to read
./data/Client5\sample-004420.mp3,never mind the money
./data/Client5\sample-004421.mp3,i want to see the chieftains
./data/Client5\sample-004422.mp3,i need to sell some wool the boy told the merchant
./data/Client5\sample-004423.mp3,i thought the unscrewing might be automatic
./data/Client5\sample-004424.mp3,they had gone away to breakfast at henderson's house
./data/Client5\sample-004425.mp3,that night there was another jetting out of gas from the distant planet
./data/Client5\sample-004426.mp3,show me where there is life out in the desert
./data/Client5\sample-004427.mp3,did she discuss it with you
./data/Client5\sample-004428.mp3,there were three hundred wells fifty thousand date trees and innumerable colored tents spread among them
./data/Client5\sample-004429.mp3,the night was warm and i was thirsty
./data/Client5\sample-004430.mp3,some people make the same mistakes over and over again
./data/Client5\sample-004431.mp3,the genies were the spirits of good and evil
./data/Client5\sample-004432.mp3,for at that time it had not occurred to him that it might be hollow
./data/Client5\sample-004433.mp3,you should show that your method improves results
./data/Client5\sample-004434.mp3,but the boy knew that he was referring to fatima
./data/Client5\sample-004435.mp3,the day was dawning and the shepherd urged his sheep in the direction of the sun
